query,doi,title
consumer mobile content delivery strategies and coupon redemption,10.1287/isre.2021.0206,Mobile Push vs. Pull Targeting and Geo-Conquesting
search cost theory mobile advertising push pull targeting,10.1287/isre.2021.0206,Mobile Push vs. Pull Targeting and Geo-Conquesting
geo-conquesting effectiveness firm-initiated versus consumer-initiated mobile ads,10.1287/isre.2021.0206,Mobile Push vs. Pull Targeting and Geo-Conquesting
mobile game user engagement and continuance intention,10.1287/isre.2021.0217,Flow of the Game: A Hidden Markov Model of Player Engagement in Online Mobile Games
flow theory application in mobile gaming adoption,10.1287/isre.2021.0217,Flow of the Game: A Hidden Markov Model of Player Engagement in Online Mobile Games
in-game challenge factors affecting player retention in mobile entertainment,10.1287/isre.2021.0217,Flow of the Game: A Hidden Markov Model of Player Engagement in Online Mobile Games
Digital platform governance and creator monetization in NFT marketplaces,10.1287/isre.2023.0035,Resale Royalty in Non-Fungible Token Marketplaces: Blessing or Burden for Creators and Platforms?
Delayed gratification theory application in blockchain-based digital art markets,10.1287/isre.2023.0035,Resale Royalty in Non-Fungible Token Marketplaces: Blessing or Burden for Creators and Platforms?
Impact of royalty structures on user adoption and continuance in NFT platforms,10.1287/isre.2023.0035,Resale Royalty in Non-Fungible Token Marketplaces: Blessing or Burden for Creators and Platforms?
mobile data cost consumer behavior price sensitivity hotel booking app,10.1287/isre.2023.0450,The Impact of Mobile Data Cost on Consumer Price Sensitivity: A Study of a Hotel Booking App
bounded rationality mobile data cost consumer decision making m-commerce,10.1287/isre.2023.0450,The Impact of Mobile Data Cost on Consumer Price Sensitivity: A Study of a Hotel Booking App
hotel booking app user price sensitivity mobile data charges,10.1287/isre.2023.0450,The Impact of Mobile Data Cost on Consumer Price Sensitivity: A Study of a Hotel Booking App
user adoption of AI-powered virtual agents in customer service,10.1287/isre.2022.0203,"Less Artificial, More Intelligent: Understanding Affinity, Trustworthiness, and Preference for Digital Humans"
trust theory and algorithm aversion in digital human interfaces,10.1287/isre.2022.0203,"Less Artificial, More Intelligent: Understanding Affinity, Trustworthiness, and Preference for Digital Humans"
customer affinity and continuance intention for realistic AI avatars,10.1287/isre.2022.0203,"Less Artificial, More Intelligent: Understanding Affinity, Trustworthiness, and Preference for Digital Humans"
Measuring ambiguity in technology adoption decision making,10.1287/isre.2022.0089,Beyond Risk: A Measure of Distribution Uncertainty
Prospect theory application to uncertainty in IS continuance models,10.1287/isre.2022.0089,Beyond Risk: A Measure of Distribution Uncertainty
Distribution uncertainty measure for improving technology acceptance predictions,10.1287/isre.2022.0089,Beyond Risk: A Measure of Distribution Uncertainty
Physician adoption drivers for telehealth platforms and online communities,10.1287/isre.2020.0663,The Impact of Geographic and Social Proximity on Physicians: Evidence from the Adoption of an Online Health Community
Diffusion of Innovations theory applied to healthcare professional technology acceptance,10.1287/isre.2020.0663,The Impact of Geographic and Social Proximity on Physicians: Evidence from the Adoption of an Online Health Community
Social influence and peer effects on doctor participation in digital health services,10.1287/isre.2020.0663,The Impact of Geographic and Social Proximity on Physicians: Evidence from the Adoption of an Online Health Community
online learning platform user engagement and motivation factors,10.1287/isre.2022.0353,The Impact of Situational Achievement Goals on Online Learning Behavior: Results from Field Experiments
achievement goal theory application in e-learning system design,10.1287/isre.2022.0353,The Impact of Situational Achievement Goals on Online Learning Behavior: Results from Field Experiments
how situational goals influence learner continuance intention in MOOCs,10.1287/isre.2022.0353,The Impact of Situational Achievement Goals on Online Learning Behavior: Results from Field Experiments
ad-supported platforms digital content creator productivity and motivation,10.1287/isre.2023.0263,Unveiling the Cost of Free: How an Ad-Sponsored Model Affects Serialized Digital Content Creation
mental accounting sunk cost fallacy ad-sponsored media content creation,10.1287/isre.2023.0263,Unveiling the Cost of Free: How an Ad-Sponsored Model Affects Serialized Digital Content Creation
impact of free ad-based models on creator output in serialized platforms,10.1287/isre.2023.0263,Unveiling the Cost of Free: How an Ad-Sponsored Model Affects Serialized Digital Content Creation
online platform matching mechanisms for service providers with variable availability,10.1287/isre.2021.0150,Signaling Effects Under Dynamic Capacity in Online Matching Platforms: Evidence from Online Health Consultation Communities
signaling theory application in digital health service platforms,10.1287/isre.2021.0150,Signaling Effects Under Dynamic Capacity in Online Matching Platforms: Evidence from Online Health Consultation Communities
physician profile signals and patient choice in telemedicine communities,10.1287/isre.2021.0150,Signaling Effects Under Dynamic Capacity in Online Matching Platforms: Evidence from Online Health Consultation Communities
online advertising effectiveness and firm reputation paradox,10.1287/isre.2021.0419,Better Is Better? Signaling Paradoxes in Performance-Based Advertising
signaling theory application in performance-based digital advertising,10.1287/isre.2021.0419,Better Is Better? Signaling Paradoxes in Performance-Based Advertising
how high-quality sellers are penalized by pay-per-click models,10.1287/isre.2021.0419,Better Is Better? Signaling Paradoxes in Performance-Based Advertising
Impact of mobile application adoption on individual investor trading behavior,10.1287/isre.2020.0616,"Mobile Apps, Trading Behaviors, and Portfolio Performance: Evidence from a Quasi-Experiment in China"
Prospect theory and bounded rationality in mobile finance technology adoption,10.1287/isre.2020.0616,"Mobile Apps, Trading Behaviors, and Portfolio Performance: Evidence from a Quasi-Experiment in China"
Mobile trading apps effects on retail investor portfolio performance China,10.1287/isre.2020.0616,"Mobile Apps, Trading Behaviors, and Portfolio Performance: Evidence from a Quasi-Experiment in China"
digital platform user engagement strategies in competitive contexts,10.1287/isre.2022.0282,Does David Make A Goliath? Impact of Rival’s Expertise Signals on Online User Engagement
signaling theory application in online contests and user participation,10.1287/isre.2022.0282,Does David Make A Goliath? Impact of Rival’s Expertise Signals on Online User Engagement
how expertise signals from rivals influence user behavior on digital platforms,10.1287/isre.2022.0282,Does David Make A Goliath? Impact of Rival’s Expertise Signals on Online User Engagement
online decision support systems and consumer choice architecture,10.1287/isre.2022.1197,The Decoy Effect and Recommendation Systems
signaling theory application in e-commerce recommendation algorithms,10.1287/isre.2022.1197,The Decoy Effect and Recommendation Systems
how digital platforms use choice framing to influence user adoption,10.1287/isre.2022.1197,The Decoy Effect and Recommendation Systems
deep learning for customer satisfaction prediction in online voice interactions,10.1287/isre.2022.1196,A Theory-Driven Deep Learning Method for Voice Chat–Based Customer Response Prediction
expectation confirmation theory application in voice-based customer service analytics,10.1287/isre.2022.1196,A Theory-Driven Deep Learning Method for Voice Chat–Based Customer Response Prediction
predicting customer response in invite-online-experience-in-store retail models,10.1287/isre.2022.1196,A Theory-Driven Deep Learning Method for Voice Chat–Based Customer Response Prediction
